StockCode,Source,Model,MAE,RMSE,WAPE,Bias
10133,Statistical,Naive,0.0,0.0,,
10133,Statistical,MA4,70.0,70.0,,
10133,Statistical,MA8,44.125,44.125,,
10133,Statistical,SES,42.85231284424009,42.85231284424009,,
10133,Statistical,SeasonalNaive52,4.333333333333333,7.3824115301167,,
10133,Statistical,Croston,23.547499778984413,23.547499778984417,,
10133,Statistical,CrostonSBA,22.37012479003519,22.37012479003519,,
10133,Statistical,TSB,27.60214304767265,27.602143047672648,,
10134,Statistical,Naive,0.0,0.0,,
10134,Statistical,MA4,0.0,0.0,,
10134,Statistical,MA8,0.0,0.0,,
10134,Statistical,SES,8.064663810858465e-07,8.064663810858465e-07,,
10134,Statistical,SeasonalNaive52,3.1666666666666665,5.986094998689324,,
10134,Statistical,Croston,6.543835616933019,6.543835616933018,,
10134,Statistical,CrostonSBA,6.216643836086365,6.216643836086367,,
10134,Statistical,TSB,0.07223214008046396,0.07223214008046396,,
10135,Statistical,Naive,4.083333333333333,5.937171043518958,1.0,-1.0
10135,Statistical,MA4,3.5833333333333335,4.591659104651971,0.8775510204081632,-0.3877551020408163
10135,Statistical,MA8,3.7083333333333335,5.157922708481261,0.9081632653061225,-0.6938775510204082
